0,0.000000
100,0.004000
200,0.002000
300,0.001333
400,0.001500
500,0.001600
600,0.001333
700,0.001429
800,0.001250
900,0.001333
1000,0.001400
1100,0.001273
1200,0.001333
1300,0.001231
1400,0.001143
1500,0.001067
1600,0.001250
1700,0.001176
1800,0.001111
1900,0.001053
2000,0.001000
2100,0.000952
2200,0.001000
2300,0.001043
2400,0.001000
2500,0.001040
2600,0.001000
2700,0.000963
2800,0.000929
2900,0.000966
3000,0.001067
3100,0.001032
3200,0.001063
3300,0.001030
3400,0.001000
3500,0.000971
3600,0.001000
3700,0.000973
3800,0.000947
3900,0.000923
4000,0.000950
4100,0.000927
4200,0.000952
4300,0.000977
4400,0.000955
4500,0.000978
4600,0.000957
4700,0.000936
4800,0.000958
4900,0.000939
5000,0.000920
5100,0.000902
5200,0.000885
5300,0.000868
5400,0.000926
5500,0.000945
5600,0.001000
5700,0.001018
5800,0.001000
5900,0.001017
6000,0.001000
6100,0.001016
6200,0.001065
6300,0.001079
6400,0.001094
6500,0.001108
6600,0.001121
6700,0.001104
6800,0.001118
6900,0.001101
7000,0.001086
7100,0.001070
7200,0.001111
7300,0.001151
7400,0.001162
7500,0.001147
7600,0.001158
7700,0.001143
7800,0.001154
7900,0.001190
8000,0.001175
8100,0.001185
8200,0.001171
8300,0.001181
8400,0.001214
8500,0.001247
8600,0.001256
8700,0.001241
8800,0.001227
8900,0.001213
9000,0.001200
9100,0.001187
9200,0.001217
9300,0.001226
9400,0.001234
9500,0.001242
9600,0.001271
9700,0.001278
9800,0.001286
9900,0.001293
10000,0.001280
10100,0.001287
10200,0.001275
10300,0.001262
10400,0.001250
10500,0.001238
10600,0.001245
10700,0.001234
10800,0.001241
10900,0.001248
11000,0.001236
11100,0.001243
11200,0.001250
11300,0.001274
11400,0.001263
11500,0.001252
11600,0.001241
11700,0.001248
11800,0.001237
11900,0.001227
12000,0.001217
12100,0.001223
12200,0.001213
12300,0.001220
12400,0.001226
12500,0.001232
12600,0.001222
12700,0.001228
12800,0.001234
12900,0.001225
13000,0.001215
13100,0.001206
13200,0.001197
13300,0.001188
13400,0.001179
13500,0.001170
13600,0.001176
13700,0.001168
13800,0.001188
13900,0.001180
14000,0.001186
14100,0.001177
14200,0.001169
14300,0.001161
14400,0.001167
14500,0.001172
14600,0.001178
14700,0.001170
14800,0.001162
14900,0.001168
15000,0.001160
15100,0.001179
15200,0.001171
15300,0.001176
15400,0.001195
15500,0.001187
15600,0.001192
15700,0.001197
15800,0.001190
15900,0.001195
16000,0.001200
16100,0.001193
16200,0.001185
16300,0.001202
16400,0.001195
16500,0.001200
16600,0.001205
16700,0.001198
16800,0.001190
16900,0.001183
17000,0.001176
17100,0.001181
17200,0.001174
17300,0.001168
17400,0.001184
17500,0.001177
17600,0.001170
17700,0.001175
17800,0.001180
17900,0.001173
18000,0.001167
18100,0.001171
18200,0.001187
18300,0.001180
18400,0.001174
18500,0.001178
18600,0.001194
18700,0.001219
18800,0.001213
18900,0.001206
19000,0.001211
19100,0.001204
19200,0.001208
19300,0.001202
19400,0.001196
19500,0.001190
19600,0.001194
19700,0.001188
19800,0.001202
19900,0.001206
20000,0.001200
20100,0.001214
20200,0.001208
20300,0.001212
20400,0.001216
20500,0.001229
20600,0.001252
20700,0.001256
20800,0.001250
20900,0.001254
21000,0.001248
21100,0.001242
21200,0.001245
21300,0.001239
21400,0.001243
21500,0.001247
21600,0.001259
21700,0.001263
21800,0.001257
21900,0.001260
22000,0.001255
22100,0.001249
22200,0.001252
22300,0.001265
22400,0.001259
22500,0.001253
22600,0.001274
22700,0.001278
22800,0.001281
22900,0.001293
23000,0.001287
23100,0.001281
23200,0.001276
23300,0.001270
23400,0.001265
23500,0.001260
23600,0.001254
23700,0.001249
23800,0.001244
23900,0.001238
24000,0.001267
24100,0.001261
24200,0.001256
24300,0.001259
24400,0.001254
24500,0.001257
24600,0.001268
24700,0.001271
24800,0.001266
24900,0.001269
25000,0.001280
25100,0.001275
25200,0.001278
25300,0.001273
25400,0.001268
25500,0.001271
25600,0.001281
25700,0.001276
25800,0.001279
25900,0.001282
26000,0.001277
26100,0.001272
26200,0.001282
26300,0.001278
26400,0.001273
26500,0.001268
26600,0.001263
26700,0.001258
26800,0.001254
26900,0.001257
27000,0.001252
27100,0.001247
27200,0.001243
27300,0.001238
27400,0.001241
27500,0.001244
27600,0.001239
27700,0.001249
27800,0.001259
27900,0.001262
28000,0.001271
28100,0.001288
28200,0.001284
28300,0.001286
28400,0.001303
28500,0.001298
28600,0.001301
28700,0.001296
28800,0.001299
28900,0.001294
29000,0.001290
29100,0.001285
29200,0.001288
29300,0.001283
29400,0.001286
29500,0.001281
29600,0.001277
29700,0.001273
29800,0.001275
29900,0.001278
30000,0.001287
30100,0.001289
30200,0.001285
30300,0.001281
30400,0.001276
30500,0.001272
30600,0.001268
30700,0.001270
30800,0.001279
30900,0.001275
31000,0.001271
31100,0.001267
31200,0.001269
31300,0.001278
31400,0.001287
31500,0.001283
31600,0.001278
31700,0.001274
31800,0.001283
31900,0.001279
32000,0.001281
32100,0.001277
32200,0.001280
32300,0.001276
32400,0.001272
32500,0.001274
32600,0.001276
32700,0.001278
32800,0.001274
32900,0.001277
33000,0.001273
33100,0.001275
33200,0.001271
33300,0.001273
33400,0.001275
33500,0.001272
33600,0.001274
33700,0.001282
33800,0.001278
33900,0.001280
34000,0.001282
34100,0.001279
34200,0.001275
34300,0.001271
34400,0.001273
34500,0.001270
34600,0.001272
34700,0.001268
34800,0.001264
34900,0.001266
35000,0.001269
35100,0.001265
35200,0.001267
35300,0.001269
35400,0.001271
35500,0.001285
35600,0.001287
35700,0.001289
35800,0.001285
35900,0.001287
36000,0.001300
36100,0.001296
36200,0.001293
36300,0.001295
36400,0.001291
36500,0.001288
36600,0.001290
36700,0.001286
36800,0.001283
36900,0.001285
37000,0.001281
37100,0.001278
37200,0.001285
37300,0.001282
37400,0.001283
37500,0.001285
37600,0.001282
37700,0.001284
37800,0.001286
37900,0.001282
38000,0.001284
38100,0.001281
38200,0.001283
38300,0.001279
38400,0.001276
38500,0.001273
38600,0.001269
38700,0.001282
38800,0.001278
38900,0.001280
39000,0.001277
39100,0.001274
39200,0.001270
39300,0.001272
39400,0.001269
39500,0.001266
39600,0.001268
39700,0.001270
39800,0.001266
39900,0.001268
40000,0.001270
40100,0.001277
40200,0.001279
40300,0.001275
40400,0.001277
40500,0.001274
40600,0.001271
40700,0.001268
40800,0.001265
40900,0.001262
41000,0.001263
41100,0.001260
41200,0.001262
41300,0.001259
41400,0.001256
41500,0.001258
41600,0.001269
41700,0.001266
41800,0.001263
41900,0.001260
42000,0.001271
42100,0.001273
42200,0.001270
42300,0.001267
42400,0.001264
42500,0.001271
42600,0.001272
42700,0.001269
42800,0.001271
42900,0.001273
43000,0.001274
43100,0.001285
43200,0.001282
43300,0.001284
43400,0.001281
43500,0.001278
43600,0.001275
43700,0.001272
43800,0.001274
43900,0.001271
44000,0.001286
44100,0.001288
44200,0.001285
44300,0.001282
44400,0.001288
44500,0.001290
44600,0.001287
44700,0.001284
44800,0.001286
44900,0.001287
45000,0.001289
45100,0.001290
45200,0.001288
45300,0.001289
45400,0.001291
45500,0.001288
45600,0.001289
45700,0.001287
45800,0.001284
45900,0.001285
46000,0.001283
46100,0.001280
46200,0.001277
46300,0.001274
46400,0.001276
46500,0.001282
46600,0.001292
46700,0.001289
46800,0.001286
46900,0.001284
47000,0.001285
47100,0.001282
47200,0.001284
47300,0.001281
47400,0.001278
47500,0.001284
47600,0.001286
47700,0.001287
47800,0.001285
47900,0.001282
48000,0.001279
48100,0.001277
48200,0.001278
48300,0.001275
48400,0.001273
48500,0.001274
48600,0.001280
48700,0.001277
48800,0.001275
48900,0.001272
49000,0.001269
49100,0.001279
49200,0.001276
49300,0.001278
49400,0.001275
49500,0.001277
49600,0.001274
